show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,cast,description
s3035,Movie,Into the Wild,Sean Penn,United States,1/1/2021,2007,R,148 min,"Action & Adventure, Dramas, Independent Movies","Emile Hirsch, Marcia Gay Harden, William Hurt, Jena Malone, Brian Dierker, Catherine Keener, Vince Vaughn, Kristen Stewart, Hal Holbrook, Zach Galifianakis",A young man gives up everything – including his trust fund and ties to a seemingly stable family – to lead a solitary life in the wild.
s3036,Movie,Intuition,Alejandro Montiel,Argentina,5/28/2020,2020,TV-MA,116 min,"Dramas, International Movies, Thrillers","Luisana Lopilato, Joaquín Furriel, Rafael Ferro, Maite Lanata, Juan Manuel Guilera, Abel Ayala, Sebastián Mogordoy, Delfina Chaves, Marita Ballesteros, Miriam Odorico","Police officer Pipa works on her first big case while simultaneously investigating her boss, who is suspected of murder. The prequel to ""Perdida""."
s3037,TV Show,InuYasha,,Japan,12/15/2016,2001,TV-14,2 Seasons,"Anime Series, International TV Shows","Kappei Yamaguchi, Satsuki Yukino, Kumiko Watanabe, Noriko Hidaka, Koji Tsujitani, Houko Kuwashima, Toshiyuki Morikawa, Richard Ian Cox, Moneca Stori, Paul Dobson, Kirby Morrow, Kelly Sheridan, Jillian Michaels","Yanked down a well, schoolgirl Kagome Higurashi emerges in feudal Japan, where she must reassemble a sacred jewel while eluding half-demon Inuyasha."
s3038,Movie,Inuyasha the Movie - L'isola del fuoco scarlatto,Toshiya Shinohara,Japan,9/1/2017,2004,TV-PG,88 min,"Action & Adventure, Anime Features, International Movies","Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Noriko Hidaka, Ken Narita, Cho, Mamiko Noto, Nobutoshi Canna, Fumiko Orikasa, Richard Ian Cox, Moneca Stori","Ai, a young half-demon who has escaped from Horai Island to try to help his people, returns with potential saviors InuYasha, Sesshomaru and Kikyo."
s3039,Movie,Inuyasha the Movie - La spada del dominatore del mondo,Toshiya Shinohara,Japan,9/1/2017,2003,TV-14,99 min,"Action & Adventure, Anime Features, International Movies","Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Ken Narita, Akio Otsuka, Kikuko Inoue",The Great Dog Demon beaqueathed one of the Three Swords of the Fang to each of his two sons. Now the evil power of the third sword has been awakened.
s3040,Movie,InuYasha the Movie: Affections Touching Across Time,Toshiya Shinohara,Japan,8/25/2018,2001,TV-PG,100 min,"Action & Adventure, Anime Features, International Movies","Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Kenichi Ogata, Noriko Hidaka, Hisako Kyoda, Ken Narita","A powerful demon has been sealed away for 200 years. But when the demon's son is awakened, the fate of the world is in jeopardy."
s3041,Movie,InuYasha: The Movie 2: The Castle Beyond the Looking Glass,Toshiya Shinohara,Japan,9/1/2017,2002,TV-14,99 min,"Action & Adventure, Anime Features, International Movies","Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Noriko Hidaka, Kenichi Ogata, Toshiyuki Morikawa, Mieko Harada","With their biggest foe seemingly defeated, InuYasha and his friends return to everyday life. But the peace is soon shattered by an emerging new enemy."
s3042,Movie,Invader Zim: Enter the Florpus,,"South Korea, United States",8/16/2019,2019,TV-Y7,72 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy","Richard Steven Horvitz, Rikki Simons, Andy Berman, Melissa Fahn, Rodger Bumpass, Jhonen Vasquez, Wally Wingert, Kevin McDonald, Olivia d'Abo, Eric Bauza","When Zim reappears to begin the next phase of his evil alien plan to conquer Earth, his nemesis Dib Membrane sets out to unmask him once and for all."
s3043,Movie,Invictus,Clint Eastwood,United States,11/1/2019,2009,PG-13,134 min,"Dramas, Sports Movies","Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng, Matt Stern, Julian Lewis Jones, Adjoa Andoh, Marguerite Wheatley, Leleti Khumalo, Patrick Lyster, Penny Downie","After the end of apartheid, newly elected President Nelson Mandela uses the 1995 World Cup rugby matches to unite his people in South Africa."
s3044,Movie,Invisible,Pablo Giorgelli,"Argentina, France",8/1/2018,2017,TV-MA,87 min,"Dramas, Independent Movies, International Movies","Mora Arenillas, Mara Bestelli, Diego Cremonesi","After learning she's pregnant, a teen grapples with the consequences while trying to go about her life as if nothing has changed."
s3045,Movie,Invisible Essence: The Little Prince,Charles Officer,Canada,1/14/2019,2018,TV-PG,91 min,Documentaries,,"Artists and writers delve into the heart of Antoine de Saint-Exupéry's timeless fable, which captured the imagination of children and adults worldwide."
s3046,Movie,Inxeba,John Trengove,"South Africa, Germany, Netherlands, France",2/1/2018,2017,TV-MA,88 min,"Dramas, Independent Movies, International Movies","Nakhane Touré, Bongile Mantsai, Niza Jay, Thobani Mseleni, Gamelihle Bovana, Halalisani Bradley Cebekhulu, Inga Qwede, Sibabalwe Ngqayana, Siphosethu Ngcetane, Zwelakhe Mtsaka","At an initiation ritual for the young men of his Xhosa community, a closeted factory hand meets a Johannesburg teen who discovers his best-kept secret."
s3047,Movie,IO,Jonathan Helpert,United States,1/18/2019,2019,TV-14,96 min,"Dramas, Sci-Fi & Fantasy","Margaret Qualley, Anthony Mackie, Danny Huston","As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet."
s3048,Movie,Ip Man,Wilson Yip,"Hong Kong, China",1/15/2016,2008,R,107 min,"Action & Adventure, Dramas, International Movies","Donnie Yen, Simon Yam, Louis Fan, Lam Ka Tung, Xing Yu, Wong You-nam, Chen Zhi Hui, Lynn Hung, Hiroyuki Ikeuchi","An occupying Japanese general challenges Chinese men to duels to prove the superiority of the Japanese, but Ip Man refuses to fight – at first."
s3049,Movie,Ip Man 2,Wilson Yip,"Hong Kong, China",1/15/2016,2010,R,108 min,"Action & Adventure, International Movies","Donnie Yen, Sammo Kam-Bo Hung, Huang Xiaoming, Simon Yam, Lynn Hung, Kanin Ngo, Kent Cheng, Darren Shahlavi, Louis Fan, Calvin Ka-Sing Cheng","New in Hong Kong, martial arts instructor Ip Man perseveres and retaliates against his rivals' opposition to the Wing Chun fighting style he teaches."
s3050,Movie,Ip Man 3,Wilson Yip,"China, Hong Kong",6/18/2016,2015,PG-13,105 min,"Action & Adventure, Dramas, International Movies","Donnie Yen, Zhang Jin, Lynn Hung, Patrick Tam, Karena Ng, Kent Cheng, Bryan Leung, Louis Cheung, Danny Chan, Mike Tyson, Babyjohn Choi","Martial arts master Ip springs into action when his son's school is threatened by a shady American, then defends his status as wing chun champion."
s3051,Movie,Ip Man 4: The Finale,Wilson Yip,"Hong Kong, China",7/21/2020,2019,TV-MA,105 min,"Action & Adventure, Dramas, International Movies","Donnie Yen, Wu Yue, Vanness Wu, Scott Adkins, Kent Cheng, Danny Chan Kwok-kwan, Kanin Ngo, Chris Collins, Vanda Margraf, Meng Lo","Ip Man travels to San Francisco with his son and wrestles with tensions between martial arts masters and his star student, Bruce Lee."
s3052,Movie,Iqbal,Nagesh Kukunoor,India,3/1/2018,2006,TV-Y7,127 min,"Dramas, Independent Movies, International Movies","Shreyas Talpade, Naseeruddin Shah, Girish Karnad, Shweta Prasad, Yatin Karyekar, Prateeksha Lonkar, Dilip Salgaonkar, Jyoti Joshi, Aadarsh Balakrishna, Gururaj Manepalli",A boy with a hearing and speech impairment – and extraordinary athletic ability – chases his lifelong dream of playing cricket for India.
s3053,Movie,Irada Pakka,Kedar Shinde,India,3/15/2018,2010,TV-14,137 min,"Comedies, Dramas, International Movies","Smita Jaykar, Siddarth Jadhav","Bored in their happy marriage, a couple decides to spice things up by fighting more, but their game takes the relationship on an unexpected path."
s3054,TV Show,Iris,,South Korea,5/16/2020,2009,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Action & Adventure","Lee Byung-hun, Kim Tae-hee, Jeong Jun-ho, Kim Young-chul, Kim Seung-woo, Kim So-yeon, Yun Ju-sang, Lee Jeong-kil",Two friends' lives are changed forever when they are recruited by a top-secret organization tasked with protecting the country from foreign threats.
s3055,Movie,Iron Cowboy: The Story of the 50.50.50,Jacob Schwab,United States,7/19/2019,2018,TV-14,77 min,"Documentaries, Sports Movies",James Lawrence,"A record-setting triathlete dares to complete 50 Ironman races – a 2.4-mile swim, a 112-mile bike ride, and a 26.2-mile run – in 50 days in 50 states."
s3056,Movie,Iron Fists and Kung-Fu Kicks,Serge Ou,Australia,12/1/2019,2019,TV-MA,108 min,"Documentaries, International Movies",,This documentary examines the influence of Hong Kong's martial arts cinema on filmmaking from the Shaw Brothers to modern-day Hollywood blockbusters.
s3057,TV Show,Iron Ladies,,Taiwan,2/9/2019,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Aviis Zhong, Ben Wu, Ada Pan, Jacqueline Zhu, Gabriel Lan, Jack Lee, Wu Ting-chien, Wills Sia, Su Yen-ti, Jenny Huang",Three 30-something women in high-level jobs at a beauty e-commerce firm seem to have it all – except when it comes to love and romantic chemistry.
s3058,Movie,Iron Man & Captain America: Heroes United,Leo Riley,United States,10/12/2014,2014,PG,71 min,"Children & Family Movies, Sci-Fi & Fantasy","Adrian Pasdar, Roger Craig Smith, Fred Tatasciore, David Kaye, Clancy Brown, Liam O'Brien, Robin Atkin Downes, Dee Bradley Baker","While battling to keep the Red Skull and Taskmaster from unleashing a Hydra army, Iron Man and Captain America must learn to work together."
s3059,TV Show,Iron Man: Armored Adventures,,"Canada, United States, United Kingdom, France, Luxembourg",8/1/2020,2011,TV-Y7,2 Seasons,Kids' TV,"Adrian Petriw, Daniel Bacon, Anna Cummer, Vincent Tong, Kristie Marsden, Mackenzie Gray, Lisa Ann Beley, Alistair Abell, Catherine Lough Haggquist, Fred Henderson",Teen phenom Tony Stark takes to the skies with an ingeniously engineered suit of armor to learn the truth about his father's mysterious death.
s3060,Movie,Iron Sky: The Coming Race,Timo Vuorensola,"Finland, Germany, Belgium",11/16/2019,2019,TV-MA,93 min,"Action & Adventure, Comedies, International Movies",,"Decades after a nuclear war, survivors on the moon revisit Earth to locate a potential power source – and find shape-shifting reptiles instead."
s3061,Movie,Irreplaceable You,Stephanie Laing,United States,2/16/2018,2018,TV-MA,96 min,"Dramas, Romantic Movies","Gugu Mbatha-Raw, Michiel Huisman, Christopher Walken, Steve Coogan, Kate McKinnon, Jacki Weaver, Timothy Simons, Brian Tyree Henry, Alanna Masterson, Gayle Rankin, Tamara Tunie","A stunning cancer diagnosis spurs Abbie to seek a future girlfriend for fiancé and childhood sweetheart Sam, who's clueless when it comes to dating."
s3062,TV Show,Is It Wrong to Try to Pick Up Girls in a Dungeon?,,Japan,2/1/2020,2015,TV-MA,1 Season,"Anime Series, International TV Shows","Yoshitsugu Matsuoka, Inori Minase, Saori Onishi, Maaya Uchida, Haruka Tomatsu, Shizuka Ishigami, Yoko Hikasa, Yurika Kubo, Nobuhiko Okamoto, Saori Hayami, Yoshimasa Hosoya, Chinatsu Akasaki, Akeno Watanabe, Haruka Chisuga, Wakana Kowaka, Ayumi Mano, Kenn, Ryota Osaka","Lovable goof Bell Cranel wants an adventure, and when he meets the diminutive goddess Hestia, he gets much more than he bargained for."
s3063,Movie,Is Love Enough? Sir,Rohena Gera,"India, France",1/8/2021,2018,TV-MA,99 min,"Dramas, Independent Movies, International Movies","Tillotama Shome, Vivek Gomber, Geetanjali Kulkarni, Rahul Vohra, Divya Seth, Chandrachoor Rai, Dilnaz Irani, Bhagyashree Pandit, Anupriya Goenka, Rashi Mal","A young widow is hired as the domestic helper for a wealthy architect, but social divides come to the fore as an unlikely attraction grows between them."
s3064,Movie,Isa Pa with Feelings,Prime Cruz,Philippines,12/25/2020,2019,TV-G,102 min,"International Movies, Romantic Movies","Maine Mendoza, Carlo Aquino, Lotlot De Leon, Cris Villanueva, Nikki Valdez, Vangie Labalan, Geleen Eugenio","When an aspiring architect falls for her Deaf neighbor, they develop a connection and set out to form their own love language despite their differences."
s3065,Movie,Ishq Vishk,Ken Ghosh,India,9/28/2020,2003,TV-PG,129 min,"Comedies, International Movies, Music & Musicals","Shahid Kapoor, Amrita Rao, Shenaz Treasury, Vishal Malhotra, Kapil Jhaveri, Shabhir, Deepti Gujral, Yash Tonk, Satish Shah, Neelima Azim","When the duplicitous Rajiv expresses his love for Payal, a cruel lie kicks off a story of self-discovery and unexpected romance."
s3066,Movie,Ishqedarriyaan,V. K. Prakash,India,3/1/2018,2015,TV-14,130 min,"Dramas, International Movies, Romantic Movies","Suhasini Mulay, Kavin Dave, Evelyn Sharma",A young millionaire is willing to do anything to make the schoolteacher he loves happy. Even if it means helping her marry someone else.
s3067,Movie,Ishqiya,Abhishek Chaubey,India,9/28/2020,2009,TV-14,115 min,"Comedies, International Movies, Romantic Movies","Naseeruddin Shah, Vidya Balan, Arshad Warsi, Salman Shahid, Anupama Kumar",A deceitful woman seduces two of her late husband’s crooked friends into helping her hatch a nefarious kidnapping plot for a hefty ransom.
s3068,Movie,Isi & Ossi,Oliver Kienle,Germany,2/14/2020,2020,TV-MA,113 min,"Comedies, International Movies, Romantic Movies","Lisa Vicari, Dennis Mojen, Walid Al-Atiyat, Christina Hecke, Zoë Straub, Lisa Hagmeister, Hans-Jochen Wagner, André Eisermann, Ernst Stötzner",A billionaire's daughter fakes a relationship with a cash-strapped boxer in order to coerce her parents into letting her pursue her culinary dreams.
s3069,Movie,Islands of Faith,Chairun Nissa,Indonesia,8/17/2020,2018,TV-PG,88 min,"Documentaries, Faith & Spirituality, International Movies",,"Through the lens of faiths and cultures in seven provinces in Indonesia, this documentary follows individuals who strive to address climate change."
s3070,TV Show,Islands of the Future,,United Kingdom,3/1/2017,2014,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",,"Amid rising oil and gas prices and dwindling resources, tiny islands off the coast of Europe are rethinking the future of energy."
s3071,Movie,Isoken,Jadesola Osiberu,Nigeria,12/15/2019,2017,TV-14,98 min,"Comedies, International Movies, Romantic Movies","Dakore Akande, Joseph Benjamin, Marc Rhys, Funke Akindele, Lydia Forson, Damilola Adegbite, Tina Mba, Patrick Doyle","Single at 34, Isoken is maneuvered by her mother toward a relationship with a black entrepreneur but finds herself drawn to a white photojournalist."
s3072,TV Show,마녀사냥,,South Korea,2/19/2018,2015,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows","Si-kyung Sung, Se-yoon Yoo, Dong-yup Shin, Ji-woong Heo, Sam Hammington","Four Korean celebrity men and guest stars of both genders discuss women, sex and relationships – to an unprecedented degree of openness."
s3073,Movie,Issaq,Manish Tiwary,India,3/1/2018,2013,TV-MA,140 min,"Dramas, International Movies, Music & Musicals","Prateik, Amyra Dastur, Ravi Kishan, Prashant Narayanan, Rajeshwari Sachdev, Neena Gupta, Makarand Deshpande, Vineet Kumar Singh, Amit Sial, Prashantt Guptha, Sudhir Pandey, Evelyn Sharma, Sandeep Bose",Two young lovers in Banaras are caught in the crossfire of a feud between their powerful families and a political climate destroying their city.
s3074,Movie,It Comes at Night,Trey Edward Shults,United States,12/9/2019,2017,R,92 min,"Horror Movies, Independent Movies","Joel Edgerton, Christopher Abbott, Carmen Ejogo, Riley Keough, Kelvin Harrison Jr., David Pendleton, Griffin Robert Faulkner","As danger stalks the world outside his isolated home, an overprotective father faces a tough decision when another family shows up seeking help."
s3075,Movie,It Takes a Lunatic,Billy Lyons,"United States, United Kingdom, Germany",10/25/2019,2019,TV-MA,127 min,Documentaries,,"The extraordinary life of beloved acting teacher and theatre producer Wynn Handman is recalled in this portrait of a provocative, innovative artist."
s3076,Movie,It Takes a Man and a Woman,Cathy Garcia-Molina,Philippines,2/27/2019,2013,TV-PG,127 min,"Comedies, International Movies, Romantic Movies","John Lloyd Cruz, Sarah Geronimo, Rowell Santiago, Al Tantay, Irma Adlawan, Joross Gamboa, Gio Alvarez, Matet De Leon, Miles Ocampo, Andre Garcia, Dante Rivero, Isabelle Daza","Laida and Miggy used to be in love, but now they're forced to work together in a professional capacity – and neither is completely over their past."
s3077,Movie,It Takes Two,Andy Tennant,United States,11/20/2019,1995,PG,101 min,"Children & Family Movies, Comedies","Kirstie Alley, Steve Guttenberg, Mary-Kate Olsen, Ashley Olsen, Philip Bosco, Jane Sibbett","The Olsen twins put a cute new spin on Mark Twain's classic tale ""The Prince and the Pauper,"" playing identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa."
s3078,TV Show,It's Bruno!,,United States,5/17/2019,2019,TV-MA,1 Season,TV Comedies,"Solvan ""Slick"" Naim, Rob Morgan, Shakira Barrera, Jade Eshete, Adriane Lenox, Donnell Rawlings, Eden Marryshow, Sam Eliad, Devale Ellis, J. Ray Acosta","An old-school Brooklyn native devotes his days to caring for his adorable dog, Bruno – and making sure the neighbors show his pooch the proper respect."
s3079,Movie,It's Fine,Ismail Farouk,,5/3/2019,2012,TV-14,101 min,"Comedies, International Movies, Music & Musicals","Saad El Soghayar, Amar, Mohamed Ramadan, Kareem Mahmoud Abdel Aziz, Ayten Amer, Aminaa Alfakharani, Genna Amr, Lotfy Labib, Mahmoud Ellithy","When a beautiful belly-dancer moves into their apartment building, a group of unhappily married men strives to get her attention."
s3080,Movie,It's Her Day,Aniedi Anwah,Nigeria,7/29/2020,2016,TV-MA,112 min,"Comedies, International Movies, Romantic Movies","Bovi Ugboma, Amanda Ebeye, Shaffy Bello, Adunni Ade, Ini Dima-Okojie, 'Najite Dede, Gregory Ojefua, Thelma Ezeamaka, Femi Durojaiye, Ese Lami George, Toni Tones","After a man promises his fiancé a dream wedding, he must keep up with her outrageous requests to have the most lavish ceremony possible."
s3081,Movie,It's Now or Never,Maria Ripoll,Spain,3/1/2016,2015,TV-MA,91 min,"Comedies, International Movies, Romantic Movies","Dani Rovira, María Valverde, Jordi Sánchez, Joaquín Núñez, Alicia Rubio, Clara Lago, Anna Gras, Gracia Olayo, Melody, Marta Pérez","When Eva and Alex decide to wed in England, where they met three years earlier, obstacles including a labor strike and a volcano keep them apart."
s3082,TV Show,It's Okay to Not Be Okay,,South Korea,6/21/2020,2020,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Kim Soo-hyun, Seo Yea-ji, Oh Jung-se, Park Gyu-young, Kim Ju-hun, Kim Chang-wan, Kim Mee-kyung, Kang Ki-doong, Jang Young-nam",An extraordinary road to emotional healing opens up for an antisocial children's book writer and a selfless psych ward caretaker when they cross paths.
s3083,Movie,"It's Okay, Buddy",Hani Hamdi,Egypt,6/6/2019,2017,TV-14,84 min,"Comedies, International Movies, Music & Musicals","Mahmood El-Laithi, Saad El Soghayar, Nermin Maher, Safinaz",Two down-on-their-luck singers set out to marry wealthy women – but not everyone is happy to have them climb the social ladder.
s3084,TV Show,Itaewon Class,,South Korea,2/1/2020,2020,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","Park Seo-joon, Kim Da-mi, Yu Jae-myeong, Kwon Na-ra, Kim Dong-hee, Ahn Bo-hyun, Kim Hye-eun, Ryu Gyeong-su, Lee Joo-young, Chris Lyon","In a colorful Seoul neighborhood, an ex-con and his friends fight a mighty foe to make their ambitious dreams for their street bar a reality."
s3085,Movie,Ittefaq,Abhay Chopra,India,4/3/2018,2017,TV-MA,105 min,"Dramas, International Movies, Thrillers","Sidharth Malhotra, Sonakshi Sinha, Akshaye Khanna","A homemaker and a writer are prime suspects – and the only witnesses – in a double murder, and it’s up to one detective to uncover the elusive truth."
s3086,Movie,Iverson,Zatella Beatty,United States,4/1/2016,2014,NR,88 min,"Documentaries, Sports Movies",Allen Iverson,"This unfiltered documentary follows the rocky life and stratospheric career of Allen Iverson, an NBA icon who left an indelible mark on the sport."
s3087,Movie,Iyore,Frank Rajah Arase,Nigeria,12/20/2019,2015,TV-PG,141 min,"Dramas, International Movies, Romantic Movies","Rita Dominic, Joseph Benjamin, Okawa Shaznay, Paul Obazele, Yemi Blaq, Bukky Wright",A tragic romance unfolds during a teacher's lessons on the Benin empire after they begin to mirror her love life when her childhood love reappears.
s3088,TV Show,IZombie,,United States,8/9/2019,2019,TV-MA,5 Seasons,"TV Comedies, TV Dramas, TV Horror","Rose McIver, Malcolm Goodwin, Rahul Kohli, Robert Buckley, David Anders, Aly Michalka",A medical student-turned-zombie tries to retain her humanity by eating brains at the morgue and finds she has an uncanny new gift for solving crimes.
s3089,TV Show,Izzy's Koala World,,Australia,9/15/2020,2020,TV-Y,1 Season,Kids' TV,"Izzy Bee, Ali Bee, Tim Bee",Young koala caretaker Izzy Bee and her family rescue cuddly creatures in need and help them head back into the wild on Australia’s Magnetic Island.
s3090,Movie,최강전사 미니특공대 : 영웅의 탄생,Young Jun Lee,,9/1/2018,2018,TV-Y7,68 min,Children & Family Movies,"Um Sang-hyun, Yang Jeong-hwa, Jeon Tae-yeol, Shin Yong-woo, Lee So-young, So-yeon","Miniforce, a special task force of elite rangers, takes on the Lizard Army to save Earth before it’s too late, in this prequel to the TV series."
s3091,TV Show,J-Style Trip,,"Taiwan, China",3/22/2020,2020,TV-14,1 Season,"International TV Shows, Reality TV","Jay Chou, Jam Hsiao, JJ Lin, Will Tsai, Chen Chien-chou, Funky Tu, Norman Chen",Megastar Jay Chou joins his A-list friends in this globe-trotting variety show packed with music and magic tricks.
s3092,Movie,Jaal,Umesh Mehra,India,12/8/2017,1986,TV-14,162 min,"Action & Adventure, International Movies","Jeetendra, Mithun Chakraborty, Rekha, Mandakini, Moon Moon Sen, Vinod Mehra, Tanuja, Amrit Pal","When a mysterious woman hires Shankar to spy on a family, he must determine how his own father's abandonment figures into the situation."
s3093,Movie,Jaan-E-Mann: Let's Fall in Love... Again,Shirish Kunder,India,12/31/2019,2006,TV-14,163 min,"Dramas, International Movies, Romantic Movies","Salman Khan, Akshay Kumar, Preity Zinta, Anupam Kher, Aman Verma, Javed Sheikh, Soni Razdan, Nawab Shah","To avoid alimony payments, an aspiring actor schemes for his ex-wife to marry an unlikely suitor, but soon realizes he may not be ready to lose her."
s3094,Movie,Jaane Tu... Ya Jaane Na,Abbas Tyrewala,India,1/10/2021,2008,TV-14,147 min,"Comedies, International Movies, Music & Musicals","Imran Khan, Genelia D'Souza, Manjari Fadnis, Ayaz Khan, Prateik, Ratna Pathak Shah, Arbaaz Khan, Sohail Khan",Soft-spoken Jai and spitfire beauty Aditi couldn't be more different – but their family and friends know that they're a perfect match.
s3095,Movie,Jab Harry Met Sejal,Imtiaz Ali,India,12/2/2017,2017,TV-MA,142 min,"Comedies, International Movies, Romantic Movies","Shah Rukh Khan, Anushka Sharma, Aru Krishansh Verma, Chandan Roy Sanyal, Evelyn Sharma, Kavi Shastri, Barbora Mudrochova, Paula Donner, Denis Dorokhov, Martavious Gayles",A philandering tour guide in Europe begins to develop feelings for one of his clients while helping her search for her lost engagement ring.
s3096,Movie,Jab We Met,Imtiaz Ali,India,9/28/2020,2007,TV-14,143 min,"Comedies, International Movies, Music & Musicals","Shahid Kapoor, Kareena Kapoor, Tarun Arora, Dara Singh, Pavan Malhotra, Kamal Tiwari, Kiran Juneja, Divya Seth, Saumya Tandon",Changing fortunes await a wealthy but dejected industrialist when he meets a spirited chatterbox on a train in this breezy Bollywood romantic comedy.
s3097,Movie,Jack and the Cuckoo-Clock Heart,"Mathias Malzieu, Stéphane Berla","France, Belgium",2/8/2017,2013,PG,93 min,"Children & Family Movies, Music & Musicals","Orlando Seale, Samantha Barks, Harry Sadeghi, Stephane Cornicard, Jessie Buckley, Sophia Ellis, Barbara Scaff, Michelle Fairley, Richard Ridings, Howard Samuels","Equipped with a mechanical heart and determined to stay out of death's shadow, young Jack understands that love could prove fatal."
s3098,Movie,Jack of all Trades,"Harvey Glazer, Stuart Stone",Canada,7/16/2019,2018,TV-MA,86 min,"Documentaries, Sports Movies",,"Once upon a time, baseball cards were as much an American pastime as the sport. But then scandal rocked the multi-million-dollar industry for good."
s3099,TV Show,Jack Taylor,Stuart Orme,"United States, Ireland",3/31/2013,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Iain Glen, Killian Scott, Nora-Jane Noone, Tara Breathnach, Frank O'Sullivan",Ken Bruen's bestselling crime novels leap to life in this series of TV movies featuring Irish cop-turned-private-investigator Jack Taylor.
s3100,Movie,Jack Whitehall: At Large,Brian Klein,United Kingdom,10/24/2017,2017,TV-MA,68 min,Stand-Up Comedy,Jack Whitehall,"Comedian Jack Whitehall takes the stage to tell stories about drinking, drugs, a Google Maps van and his ongoing rivalry with Robert Pattinson."
s3101,Movie,Jack Whitehall: Christmas with My Father,Richard van't Riet,United Kingdom,12/12/2019,2019,TV-MA,65 min,Stand-Up Comedy,"Jack Whitehall, Michael Whitehall, Hugh Bonneville, Graham Norton, Layton Williams, Andrew Lloyd Webber, Tim Rice, Tan France, Antoni Porowski, Jonathan Van Ness","Jack Whitehall invites his notoriously stuffy father onstage in London's West End for a Christmas comedy extravaganza, complete with celebrity guests."
s3102,Movie,Jack Whitehall: I'm Only Joking,"Dave Skinner, Freddie Waters",United Kingdom,7/21/2020,2020,TV-MA,58 min,Stand-Up Comedy,Jack Whitehall,"Jack Whitehall hits the stage with hilarious tales about happy couples, life in hotels, human stupidity and his well-traveled father."
s3103,TV Show,Jack Whitehall: Travels with My Father,,United Kingdom,9/22/2020,2020,TV-MA,4 Seasons,"British TV Shows, Docuseries, International TV Shows","Jack Whitehall, Michael Whitehall","Jovial comic Jack Whitehall invites his stuffy father, Michael, to travel with him through Southeast Asia in an attempt to strengthen their bond."
s3104,Movie,Jackie Brown,Quentin Tarantino,United States,8/1/2019,1997,R,154 min,"Dramas, Thrillers","Pam Grier, Samuel L. Jackson, Robert Forster, Bridget Fonda, Michael Keaton, Robert De Niro, Michael Bowen, Chris Tucker, LisaGay Hamilton, Tommy 'Tiny' Lister, Hattie Winston, Sid Haig","When an aging flight attendant's caught smuggling cash and forced to help with an investigation, she hatches a clever plan to make off with the dough."
s3105,Movie,Jackie: A Tale of Two Sisters,Edward Cotterill,United Kingdom,6/1/2017,2017,TV-PG,44 min,Documentaries,Rachael Stirling,"Rachael Stirling narrates this multifaceted portrait of former First Lady Jacqueline Kennedy Onassis and her younger sister, Lee Radziwill."
s3106,Movie,Jackpot,Dustin Nguyen,Vietnam,10/6/2018,2015,TV-14,92 min,"Comedies, Dramas, International Movies","Chi Tai, Lan Ngoc, Dustin Nguyen, Thu Trang",A lottery ticket salesperson faces an ethical dilemma after setting aside a soon-to-be winning ticket for a customer to pick up and pay for later.
s3107,Movie,Jacob's Ladder,David M. Rosenthal,United States,12/22/2019,2019,R,90 min,Thrillers,"Michael Ealy, Jesse Williams, Nicole Beharie, Guy Burnet, Joseph Sikora, Karla Souza, Ritchie Coster, Jon Eyez","After being reunited with a brother he thought was killed in combat, a former army medic begins to experience violent, paranoid visions."
s3108,Movie,Jada,Kumaran,India,2/7/2020,2019,TV-14,124 min,"Dramas, International Movies, Sports Movies","Kathir, Kishore Kumar G., Roshini, Yogi Babu, Kishore","Wishing to settle an old score, a promising soccer player defies his coach’s wishes and leads his team to participate in a violent form of the sport."
s3109,Movie,Jag älskar dig: En skilsmässokomedi,Johan Brisinger,Sweden,3/15/2018,2016,TV-MA,91 min,"Comedies, Dramas, International Movies","Björn Kjellman, Christine Meltzer, Rodolfo Corsato, Martina Haag, Sven-Bertil Taube, Anita Wall, Nour El-Refai","Tired of her passionless marriage, Marianne wants a separation from her husband, Gustav, who, in response, decides to make a big change of his own."
